"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Vulnerability Scanning with Google Cloud Platform","N. J. Mitchell; K. Zunnurhain","Kean University, USA; Kean University, USA","2019 International Conference on Computational Science and Computational Intelligence (CSCI)","20 Apr 2020","2019","","","1441","1447","Cloud is completely flipping the concept of business nowadays. Reducing capital and operational expenditure to a great extent already drew attention of big companies and industries. Not only startups but also large existing giant companies are shifting their data from local server to a public cloud and sometimes even taking the initiative to build a public cloud to host their sensitive data. A cloud can provide storage services, computing services and also infrastructure without any capital or operational expenses. From a single user to a multi-national million-dollar business can easily receive several types of services from a public cloud. There are numerous cloud providers in the market. Among the prominent ones, few names are mentioned here, such as Amazon AWS, Google Cloud Platform (GCP), and Microsoft Azure etc. GCP offers a wide array of services for many organizations and individuals around the world like other cloud providers. But the question is, all those data, confidential information, intellectual property of individual or industries safe enough? Information has become the most expensive commodity in modern days. A government can be shutdown, a transport system can be disabled, annoying spam calls, phishing emails, cyber bullying and more security threats are existing around us. Can we trust a public service provider? Hence our initiative aims at investigating that GCP is secure from inside attackers. Why we chose inside attackers? Well the idea is to check if GCP can detect and ignore an attack launched internally. In this case it should be secure enough to prevent from outsiders as well. The research investigation would involve Distributed Denial of Service (DDoS) attacks against a local virtual machine (VM) launched from GCP. There is a broad spectrum of VM's available in GCP compute engine service.","","978-1-7281-5584-5","10.1109/CSCI49370.2019.00269","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9070899","Cloud, Google Cloud Platform, Virtual Machine, Security, DoS/DDoS","Cloud computing;Servers;Computer crime;Virtual machining;Microsoft Windows;Google;Engines","cloud computing;computer network security;storage management;virtual machines","public service provider;GCP compute engine service;Google cloud platform;public cloud;sensitive data;storage services;computing services;cloud providers;vulnerability scanning;inside attackers;Distributed Denial of Service attacks;DDoS attack;virtual machine","","","8","","20 Apr 2020","","","IEEE","IEEE Conferences"
"Model-based adaptive DoS attack mitigation","C. Barna; M. Shtern; M. Smit; V. Tzerpos; M. Litoiu","York University Toronto, Ontario, Canada; York University Toronto, Ontario, Canada; York University Toronto, Ontario, Canada; York University Toronto, Ontario, Canada; York University Toronto, Ontario, Canada","2012 7th International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS)","25 Jun 2012","2012","","","119","128","Denial of Service (DoS) attacks overwhelm online services, preventing legitimate users from accessing a service, often with impact on revenue or consumer trust. Approaches exist to filter network-level attacks, but application level attacks are harder to detect at the firewall. Filtering at this level can be computationally expensive and difficult to scale, while still producing false positives that block legitimate users. This paper presents a model-based adaptive architecture and algorithm for detecting DoS attacks at the web application level and mitigating them. Using a performance model to predict the impact of arriving requests, a decision engine adaptively generates rules for filtering traffic and sending suspicious traffic for further review, which may ultimately result in dropping the request or presenting the end user with a CAPTCHA to verify they are a legitimate user. Experiments performed on a scalable implementation demonstrate effective mitigation of attacks launched using a real-world DoS attack tool.","2157-2321","978-1-4673-1787-0","10.1109/SEAMS.2012.6224398","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6224398","","Computer crime;Engines;Monitoring;Adaptation models;Measurement;Fires;Servers","computer network security;information filtering;legislation;trusted computing;Web sites","DoS attack mitigation;denial of service;online service;legitimate user prevention;revenue;consumer trust;network level attack filtering;application level attack;firewall;model-based adaptive architecture;Web application;decision engine;traffic filtering;CAPTCHA","","15","32","","25 Jun 2012","","","IEEE","IEEE Conferences"
"Cyber security for service oriented architectures in a Web 2.0 world: An overview of SOA vulnerabilities in financial services","A. Masood","Graduate School of Computer and Information Science, Nova Southeastern University","2013 IEEE International Conference on Technologies for Homeland Security (HST)","2 Jan 2014","2013","","","1","6","Service oriented architecture is fast becoming ubiquitous enterprise software architecture standard in public and private sector alike. Study of literature and current attacks suggests that with the proliferation of Web API and RESTFul services, the attack vectors prioritized by OWASP top 10, including but not limited to cross site scripting (XSS), cross site request forgery (CSRF), injection, direct object reference, broken authentication and session management now equally apply to web services. In addition service oriented architecture relies heavily on XML/RESTFul web services which are vulnerable to XML Signature Wrapping Attack, Oversize Payload, Coercive parsing, SOAP Action Spoofing, XML Injection, WSDL Scanning, Metadata Spoofing, Oversized Cryptography, BPEL State Deviation, Instantiation Flooding, Indirect Flooding, WS-Addressing spoofing and Middleware Hijacking to name a few. In this paper, we review various such security issues pertaining to service oriented architecture. These and similar techniques, have been employed by Anonymous and other hacktivists, resulting in denial of service attacks on financial applications. While discussing the national security perils of hacktivism, there is an excessive focus on network layer security, and the application layer perspective is not always part of the discussion. In this research, we provide background information and rationale for securing application layer vulnerabilities to facilitate true defense in depth approach for cyber security.","","978-1-4799-1535-4","10.1109/THS.2013.6698966","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6698966","SOA;Service oriented architecture;Web services;cyber security;secure design;secure software development;security assessment;security awareness;Availability;Data security;Information security;Information systems;secure software development","Service-oriented architecture;XML;Simple object access protocol;Computer crime;Vectors","application program interfaces;financial data processing;security of data;service-oriented architecture;ubiquitous computing;Web services","cyber security;service oriented architectures;Web 2.0;SOA vulnerability;financial services;ubiquitous enterprise software architecture;public and private sector;Web API;RESTFul services;OWASP;cross site scripting;XSS;cross site request forgery;CSRF;direct object reference;broken authentication;session management;Web services;XML Web service;RESTFul Web service;XML signature wrapping attack;oversize payload;coercive parsing;SOAP action spoofing;XML injection;WSDL scanning;metadata spoofing;oversized cryptography;BPEL state deviation;instantiation flooding;indirect flooding;WS-addressing spoofing;middleware hijacking;denial of service attacks;financial applications;national security perils;hacktivism;network layer security;application layer perspective;background information;application layer vulnerability","","7","25","","2 Jan 2014","","","IEEE","IEEE Conferences"
"Hypervisor and virtual machine dependent Intrusion Detection and Prevention System for virtualized cloud environment","Ajay Kumara M.A; Jaidhar C.D","Department of Information Technology, National Institute of Technology Karnataka, Surathkal, Mangalore, India; Department of Information Technology, National Institute of Technology Karnataka, Surathkal, Mangalore, India","2015 1st International Conference on Telematics and Future Generation Networks (TAFGEN)","8 Oct 2015","2015","","","28","33","Cloud Computing enabled by virtualization technology exhibits revolutionary change in IT Infrastructure. Hypervisor is a pillar of virtualization and it allows sharing of resources to virtual machines. Vulnerabilities present in virtual machine leveraged by an attacker to launch the advanced persistent attacks such as stealthy rootkit, Trojan, Denial of Service (DoS) and Distributed Denial of Service (DDoS) attack etc. Virtual Machines are prime target for malignant cloud user or an attacker to launch attacks as they are easily available for rent from Cloud Service Provider (CSP). Attacks on virtual machine can disrupt the normal operation of cloud infrastructure. In order to secure the virtual environment, defence mechanism is highly imperative at each virtual machine to identify the attacks occurring at virtual machine in timely manner. This work proposes In-and-Out-of-the-Box Virtual Machine and Hypervisor based Intrusion Detection and Prevention System for virtualized environment to ensure robust state of the virtual machine by detecting followed by eradicating rootkits as well as other attacks. We conducted experiments using popular open source Host based Intrusion Detection System (HIDS) called Open Source SECurity Event Correlator (OSSEC). Both Linux and windows based rootkits, DoS attack, Files integrity verification test are conducted and they are successfully detected by OSSEC.","","978-1-4799-7315-6","10.1109/TAFGEN.2015.7289570","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7289570","Cloud Computing;DoS Attack;Hypervisor;Intrusion Detection and Prevention System;Rootkit;Virtual Machine;Virtualization","Virtual machining;Virtual machine monitors;Intrusion detection;Kernel;Computer crime;Databases","cloud computing;computer network security;formal verification;Linux;virtual machines","hypervisor;intrusion prevention system;virtualized cloud environment;cloud computing;virtualization technology;IT Infrastructure;resource sharing;persistent attacks;stealthy rootkit;trojan;distributed denial of service attack;DDoS attack;virtual machines;cloud service provider;CSP;cloud infrastructure;defence mechanism;open source host based intrusion detection system;HIDS;open source security event correlator;OSSEC;Linux;Windows based rootkits;files integrity verification test","","7","25","","8 Oct 2015","","","IEEE","IEEE Conferences"
"Denial of service attack in software defined network","P. Bera; A. Saha; S. K. Setua","Dept. of CSE University of Calcutta Kolkata, India; Software Engineering Dept., Ixia Technologies Pvt. Ltd., Kolkata, India; Dept. of CSE University of Calcutta Kolkata, India","2016 5th International Conference on Computer Science and Network Technology (ICCSNT)","19 Oct 2017","2016","","","497","501","Software Defined Network (SDN), a very new idea in networking domain, promises to dramatically simplify network management and enable innovation through network programmability. In spite of significant benefits, this emerging architecture suffers from several security challenges which make it vulnerable to different attacks like denial of service attack, man-in-middle attack etc. In this paper, we have discussed about the impact of denial of service attack on SDN environment and several existing solutions to defend it. Finally we have given a new proposal for detecting denial of service attack in SDN environment.","","978-1-5090-2129-1","10.1109/ICCSNT.2016.8070208","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8070208","Denial of Service attack;SDN;OpenFlow","Handheld computers;Computer science;Computer crime","computer network management;computer network security;software defined networking","software defined network;network management;network programmability;SDN;denial of service attack","","2","30","","19 Oct 2017","","","IEEE","IEEE Conferences"
"Testing of network security systems through DoS attacks","A. Maraj; G. Jakupi; E. Rogova; X. Grajqevci","Faculty of Computer Sciences, AAB College, Prishtina, 10000, Kosovo; Faculty of Computer Sciences, AAB College, Prishtina, 10000, Kosovo; FSHMN, University of Prishtina, Prishtina, 10000, Kosovo; Faculty of Computer Sciences, AAB College, Prishtina, 10000, Kosovo","2017 6th Mediterranean Conference on Embedded Computing (MECO)","13 Jul 2017","2017","","","1","6","Cyber attacks are becoming more and more sophisticated, obtaining access to sensitive data. These attacks are causing major damages to various organizations, such as financial losses, service disruption etc. In this paper, we will use Penetration testing technique in order to test network security. This technique uses the same tools and methods as malicious attackers use, in order to take control of different systems, with one difference; These tests have been officially authorized and sanctioned. The practical part of this paper will analyze firewalls and other protective systems and they role in overall security during these attacks. Firewalls that will be analyzed in this paper are Threat Management Gateway (TMG 2010), Adaptive Security Appliance (ASA) as well as Next Generation Firewalls. For testing such systems, we will simulate DoS (Denial of Service) attacks.","","978-1-5090-6742-8","10.1109/MECO.2017.7977239","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7977239","Cyber Attack;Penetration testing;Firewall;DoS","Testing;Firewalls (computing);Web servers;Computer crime","computer network security;firewalls;telecommunication network management","network security systems;DoS attacks;cyber attacks;sensitive data;penetration testing technique;malicious attackers;firewall analysis;protective systems;threat management gateway;adaptive security appliance;ASA;next generation firewalls;Denial of Service attacks","","4","10","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Closer to the Metal","T. Gillespie; P. J. Boczkowski; K. A. Foot",NA; NA; NA,"Media Technologies: Essays on Communication, Materiality, and Society","","2013","","","77","97","This chapter contains sections titled: Introduction, Hardware, or the Concurrent Realities of Infrastructure, Anonymous, or Sysadmins and Superusers, Spam, or the Problem of Concretism, Conclusions, Notes","","9780262319461","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=6733923.pdf&bkn=6731153&pdfType=chapter","","","","","","","","","28 Feb 2014","","","MIT Press","MIT Press eBook Chapters"
"Intrusion Detection and Response System Inspired by the Defense Mechanism of Plants","R. K. Sharma; B. Issac; H. K. Kalita","Department of CSE and IT, Assam Don Bosco University, Guwahati, India; Department of Computer and Information Sciences, Northumbria University, Newcastle-upon-Tyne, U.K.; Department of IT, North-Eastern Hill University, Shillong, India","IEEE Access","26 Apr 2019","2019","7","","52427","52439","The security of resources in a corporate network is always important to the organization. For this reason, different techniques, such as firewall and intrusion detection systems, are important. Years of long research have resulted in the contribution of different advancements in these techniques. Artificial intelligence, machine learning techniques, soft computing techniques, and bio-inspired techniques have been efficient in detecting advanced network attacks. However, very often, different new attacks are most successful in breaching these detection techniques. This very reason has been a motivation for us to explore the biological aspects and its defense mechanisms for designing a secure network model. After much study, we have identified that plants have a very well-established and evolved detection and a response mechanism to pathogens. In this paper, we have proposed and implemented a network attack detection and a response model inspired by plants. It is a three-layered model in analogy to the three-layer defense mechanism of plants to pathogens. We have further tested the proposed model to different network attacks and have compared the results to the open-source intrusion detection system, Snort. The experimental results also establish that the model is competent to detect and trigger an automated response whenever required.","2169-3536","","10.1109/ACCESS.2019.2912114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8694774","Bio-inspired computing;intrusion detection system;fuzzy logic;network attacks","Pathogens;Proteins;Immune system;Receptor (biochemistry);Biological system modeling;Intrusion detection;Pattern recognition","biomimetics;computer network security;fuzzy logic;learning (artificial intelligence)","artificial intelligence;machine learning techniques;soft computing techniques;bio-inspired techniques;secure network model;network attack detection;response model;three-layer defense mechanism;open-source intrusion detection system;corporate network;plants defense mechanism;firewall;pathogens;Snort","","1","35","","22 Apr 2019","","","IEEE","IEEE Journals"
"A Survey of Different Tools and Approaches for ALDDoS Attack","B. Bargot; U. Kulkarni","Mumbai University,Department of Computer Engineering VIT,Mumbai,India; Mumbai University,Department of Computer Engineering VIT,Mumbai,India","2019 6th International Conference on Computing for Sustainable Global Development (INDIACom)","13 Feb 2020","2019","","","151","155","Application layer is the upper layer in OSI and TCP/IP layered model which supports application and end user processes. Application layer Distributed Denial of service (AL-DDoS) attack is responsible for exhausting the resources of the target. Thus, this problem becomes more challenging. In this, only an authenticated user can establish connection with the server and this makes difficult to distinguish the attacker and benign clients. This paper is representing a comprehensive overview of AL-DDoS attack, types of AL-DDoS attack and preventive strategies for AL-DDoS attack. Also, the AL-DDoS attack tools are described and their comparative analysis is made.","","978-9-3805-4434-2","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8991402","Application layer;Distributed Denial of Service Attack;AL-DDoS attack tool","","computer network security;IP networks;transport protocols","TCP/IP layered model;OSI;application layer distributed denial of service attack;AL-DDoS attack tools;benign clients;authenticated user;end user processes;upper layer","","","47","","13 Feb 2020","","","IEEE","IEEE Conferences"
"Analyzing websites protection mechanisms against DDoS attacks","R. Papadie; I. Apostol","Military Technical Academy, ATM Bucharest, Romania; Military Technical Academy, ATM Bucharest, Romania","2017 9th International Conference on Electronics, Computers and Artificial Intelligence (ECAI)","7 Dec 2017","2017","","","1","6","A distributed attack initiated by a malicious party whose final purpose is to disrupt the services offered by a system to legitimate users is called DDoS. In recent years, many such attacks have been reported, some of them being able to cause major loses for companies or government institutions. In this paper, we analyze the impact of HOIP and Slowloris based DDoS attacks on both Windows and Linux web servers. Moreover, we evaluate several software protection mechanisms including IIS and Dynamic IP Restrictions for Windows server and mod-evasive, mod-qos, IPTables, Fail2Ban for Linux Server.","","978-1-5090-6458-8","10.1109/ECAI.2017.8166454","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8166454","DDoS Attacks;HOIC;Slowloris;Linux webserver protection;Windows webserver protection","Computer crime;Servers;Tools;Linux;Time factors;IP networks","computer network security;Internet;Linux","distributed attack;legitimate users;government institutions;software protection mechanisms;website protection mechanisms;malicious party;Slowloris based DDoS attacks;HOIP based DDoS attacks;Linux web servers;Windows server","","2","11","","7 Dec 2017","","","IEEE","IEEE Conferences"
